loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail,credit_age_yrs
6000,36 months,12.69,8 years,MORTGAGE,118000,Not Verified,credit_card,11.5,0,3,6,0,9005,0.892,13,6000,465.92,5060.48,0,15.88461538
2000,36 months,8,3 years,RENT,33996,Not Verified,credit_card,13.38,0,1,8,0,7713,0.324,17,2000,256.19,66.84,0,9.118131868
7500,36 months,5.79,5 years,MORTGAGE,83000,Source Verified,home_improvement,7.37,0,0,16,0,15209,0.119,39,7500,36.73,7536.81,0,13.71703297
20000,36 months,17.39,9 years,OWN,127000,Verified,debt_consolidation,11.39,2,0,12,0,28882,0.483,21,20000,2140.29,17132.06,0,13.04395604
6000,36 months,10.99,10+ years,MORTGAGE,45000,Source Verified,debt_consolidation,24.53,0,2,20,0,9707,0.36,37,6000,1070.5,221.63,0,11.70604396
12000,60 months,19.91,2 years,MORTGAGE,65000,Verified,debt_consolidation,8.86,1,2,10,0,9562,0.976,36,3447.4,4158.86,317.33,1,17.6456044
5000,36 months,15.21,4 years,RENT,32760,Source Verified,major_purchase,0.31,1,0,4,0,0,0,9,5000,1213.82,1182.54,0,14.71703297
12000,60 months,13.61,10+ years,MORTGAGE,92000,Source Verified,debt_consolidation,24.51,0,2,15,1,22999,0.221,33,12000,3658.32,5710.65,0,10.61813187
8000,36 months,7.51,1 year,RENT,51400,Not Verified,debt_consolidation,1.77,0,2,7,0,1744,0.16,9,8000,906.79,1049,0,5.436813187
7500,36 months,11.97,< 1 year,OTHER,19200,Not Verified,debt_consolidation,10.94,0,3,12,0,6450,0.709,13,7499.99,1464.01,249,0,5.266483516
19700,60 months,11.99,2 years,MORTGAGE,37800,Source Verified,debt_consolidation,19.9,0,1,10,0,11440,0.364,18,5584.76,3614.13,36.12,1,8.10989011
15000,36 months,14.42,9 years,RENT,90000,Verified,debt_consolidation,8.21,0,2,5,0,5226,0.488,13,14999.98,3566.59,533.33,0,23.32692308
16800,60 months,15.21,2 years,MORTGAGE,88936,Not Verified,debt_consolidation,13.13,0,2,8,0,25880,0.784,35,16800,1713.91,6310.36,0,9.28021978
12000,60 months,13.98,10+ years,MORTGAGE,54996,Verified,debt_consolidation,17.98,0,0,14,0,5665,0.238,35,12000,4600.22,2938.28,0,13.37912088
5500,60 months,10.99,5 years,MORTGAGE,34200,Verified,car,22.56,0,1,19,0,11524,0.262,46,5500,50.6,5551.79,0,26.50274725
7000,36 months,6.99,7 years,MORTGAGE,73440,Not Verified,car,5.59,1,1,7,0,812,0.232,11,7000,669.69,2923.88,0,9.612637363
30000,60 months,11.99,2 years,MORTGAGE,180000,Verified,home_improvement,15.71,0,2,12,0,14101,0.127,25,30000,6691.84,19367.29,0,11.53846154
3900,36 months,12.99,8 years,MORTGAGE,52000,Not Verified,credit_card,19.04,0,0,5,0,4915,0.934,16,3900,669.46,1946.47,0,9.947802198
12700,36 months,14.27,3 years,RENT,23000,Verified,debt_consolidation,10.07,0,1,6,0,10181,0.617,15,12700,2806.63,3754.97,0,5.101648352
10000,60 months,15.95,4 years,MORTGAGE,78000,Verified,home_improvement,7.17,0,6,6,0,5525,0.601,14,10000,3901,4703.07,0,7.35989011
5000,60 months,14.27,10+ years,MORTGAGE,66996,Verified,other,24.29,0,1,21,0,23231,0.273,43,4535.96,2001.48,117.05,0,22.90934066
5000,36 months,6.99,7 years,RENT,48000,Verified,debt_consolidation,27.82,0,0,20,0,13964,0.198,48,5000,557.03,163.75,0,17.80769231
4000,36 months,13.48,9 years,RENT,43200,Source Verified,debt_consolidation,7.33,0,0,6,3,3589,0.764,9,4000,885.29,153.4,0,12.04120879
6000,60 months,7.66,5 years,MORTGAGE,98899.39,Verified,car,10.69,0,0,9,0,1976,0.23,12,6000,1167.62,1749.38,0,16.6456044
5000,36 months,8.49,n/a,RENT,19140,Not Verified,debt_consolidation,9.78,0,0,5,0,4941,0.408,7,5000,681.3,179.03,0,16.71978022
3600,36 months,12.69,8 years,MORTGAGE,90000,Not Verified,other,8.92,0,2,7,0,5720,0.88,14,3600,38.26,3638.46,0,12.37912088
7500,36 months,10.99,6 years,RENT,25000,Not Verified,credit_card,20.4,1,0,8,0,13803,0.673,25,7500,1338.14,265.58,0,37.62362637
5000,36 months,8.7,5 years,MORTGAGE,75000,Not Verified,credit_card,15.55,0,0,10,0,66033,0.23,29,5000,698.6,159.83,0,13.21153846
10000,36 months,8.94,10+ years,OWN,72000,Not Verified,wedding,9.38,0,0,4,0,3187,0.131,10,10000,483.19,8582.93,0,16.30494505
1925,36 months,10.99,5 years,MORTGAGE,27350,Not Verified,other,4.78,0,1,6,0,4011,0.853,13,1925,343.74,73,0,13.71153846
15000,36 months,11.14,7 years,RENT,54996,Not Verified,debt_consolidation,12.18,0,2,11,0,13095,0.196,23,15000,2714.58,495.5,0,24.58791209
22000,36 months,17.74,10+ years,MORTGAGE,64800,Verified,debt_consolidation,22.81,1,2,9,0,11328,0.399,41,21999.99,6528.69,798.67,0,25.75824176
5000,36 months,13.48,4 years,MORTGAGE,45000,Not Verified,small_business,14.19,0,2,13,0,3379,0.31,34,5000,863.81,2650.06,0,10.28846154
12000,36 months,6.99,10+ years,MORTGAGE,105000,Not Verified,debt_consolidation,11.39,0,1,14,0,2256,0.033,23,12000,1324.65,105.2,0,13.62637363
5000,36 months,8.59,1 year,OWN,20000,Not Verified,debt_consolidation,10.92,0,0,9,0,5276,0.502,23,5000,673.35,933.8,0,11.87362637
35000,60 months,12.69,< 1 year,MORTGAGE,1.00E+05,Verified,home_improvement,9.67,0,1,11,0,4486,0.077,29,35000,5248.17,27156.09,0,15.96978022
18000,60 months,17.27,1 year,MORTGAGE,62000,Verified,debt_consolidation,7.82,0,2,8,0,11273,0.867,30,11594.61,8172.87,449.97,1,23.41208791
4000,36 months,13.11,10+ years,OWN,35000,Not Verified,debt_consolidation,18.34,0,0,10,0,1273,0.909,27,4000,859.47,144.04,0,9.612637363
2400,36 months,8.94,9 years,RENT,22790,Not Verified,moving,17.06,0,0,3,0,8043,0.292,21,2400,99.94,2020.12,0,17.55769231
10000,36 months,10.25,4 years,RENT,58100,Not Verified,major_purchase,12.93,0,1,4,0,0,0,19,10000,693.98,8114.43,0,9.865384615
6500,36 months,10,5 years,RENT,52000,Not Verified,car,21.65,0,2,5,0,8886,0.617,12,6500,974.64,2033.98,0,6.019230769
4000,36 months,6.76,1 year,OWN,63600,Not Verified,car,22.09,0,0,7,0,12758,0.519,21,4000,423.84,619.75,0,30.35164835
20000,60 months,19.03,5 years,RENT,60000,Verified,credit_card,18.06,0,0,11,0,29665,0.974,28,13700,6038.82,7663.24,0,17.22527473
2000,36 months,7.4,10+ years,MORTGAGE,70000,Verified,other,18.31,0,1,12,0,31305,0.468,36,2000,236.23,67.9,0,15.71978022
3500,36 months,12.53,< 1 year,RENT,45000,Verified,debt_consolidation,23.12,0,0,21,0,5177,0.647,31,3500,206.45,3122.45,0,6.774725275
7500,36 months,13.79,1 year,RENT,32000,Source Verified,small_business,9.86,1,2,16,0,1805,0.101,26,7500,169.85,7359.78,0,8.18956044
5000,36 months,15.33,10+ years,RENT,64000,Not Verified,major_purchase,7.09,0,0,4,1,482,0.344,10,5000,1269.1,178.37,0,15.21428571
15000,60 months,6.17,4 years,MORTGAGE,60758,Not Verified,small_business,8.91,0,1,6,0,73228,0.18,32,9750,1605.95,189.02,0,18.56593407
13750,36 months,6.03,< 1 year,MORTGAGE,76875,Source Verified,credit_card,6.99,0,0,6,0,19762,0.304,18,13750,1315.58,422.53,0,12.20879121
5000,36 months,16.32,3 years,RENT,22000,Source Verified,debt_consolidation,8.67,0,2,9,0,8517,0.716,10,1030.45,556.07,176.57,1,3.178571429
3400,36 months,13.06,< 1 year,RENT,48000,Not Verified,debt_consolidation,22.98,0,0,12,0,17882,0.951,18,3400,437.7,2350.08,0,6.93956044
4000,36 months,10,10+ years,MORTGAGE,64000,Verified,credit_card,18.17,0,3,6,1,13182,0.591,22,4000,646.47,141.78,0,16.38736264
9250,36 months,17.66,< 1 year,MORTGAGE,50000,Not Verified,home_improvement,24.46,0,0,11,0,16723,0.706,30,4550,1363.46,352.02,0,15.97252747
15875,36 months,7.9,10+ years,MORTGAGE,53000,Not Verified,credit_card,17.16,0,0,15,0,22636,0.53,36,15875,2007.35,500.8,0,15.13461538
16000,60 months,11.86,7 years,RENT,43200,Verified,debt_consolidation,18.64,0,1,9,0,10626,0.824,23,16000,4395.31,7648.89,0,14.71703297
5000,36 months,9.91,2 years,RENT,25000,Not Verified,other,7.34,0,1,19,0,0,0,29,1502.12,428.83,322.26,1,12.70604396
1400,36 months,8.49,6 years,RENT,24960,Not Verified,debt_consolidation,19.76,0,0,7,0,2214,0.316,15,1400,110.16,38.98,0,6.601648352
12000,60 months,15.21,10+ years,RENT,1.00E+05,Verified,debt_consolidation,2.63,0,2,8,1,6897,0.255,38,2367.18,2210.74,286.81,1,13.21153846
1500,36 months,11.36,10+ years,MORTGAGE,58000,Not Verified,medical,24.74,0,1,12,0,22238,0.724,22,811.31,223.57,49.37,1,13.62637363
6400,60 months,6,3 years,MORTGAGE,75000,Verified,home_improvement,3.09,0,0,5,0,241,0.073,10,6400,1046.08,5120.74,0,8.18956044
5000,36 months,7.68,5 years,OWN,30000,Verified,debt_consolidation,7.72,0,0,9,0,14263,0.21,21,5000,614.28,177.73,0,22.74450549
5000,36 months,10.25,7 years,RENT,112000,Not Verified,wedding,18.33,0,2,20,0,43947,0.642,49,5000,829.58,185.94,0,18.56318681
10400,60 months,21.67,2 years,MORTGAGE,90000,Verified,home_improvement,0.77,3,0,4,0,672,0.32,33,400.19,739.73,285.29,1,11.62362637
12000,60 months,11.49,10+ years,MORTGAGE,44000,Not Verified,debt_consolidation,25.01,0,1,10,0,15203,0.606,32,11714.84,3815.39,263.86,0,16.38461538
6000,36 months,16.63,4 years,OTHER,87500,Verified,debt_consolidation,9.17,0,4,8,0,6155,0.351,15,6000,1670.03,239.09,0,12.45604396
5000,36 months,7.51,5 years,OWN,15000,Not Verified,debt_consolidation,15.44,0,0,16,0,4104,0.432,20,5000,599.92,163.75,0,7.774725275
8500,36 months,10.99,10+ years,MORTGAGE,54000,Not Verified,debt_consolidation,24.6,0,1,15,0,29197,0.472,37,8500,1479.17,1651.02,0,19.73076923
17000,60 months,12.42,5 years,MORTGAGE,28000,Source Verified,debt_consolidation,12.34,0,2,10,0,4015,0.103,30,4544.9,3086.1,381.78,1,13.87912088
6975,36 months,9.91,5 years,MORTGAGE,102000,Source Verified,credit_card,20.79,1,1,10,0,21479,0.814,27,6975,1051.66,1964.09,0,15.8021978
4500,36 months,12.99,9 years,MORTGAGE,42000,Not Verified,home_improvement,4.74,0,1,7,1,3581,0.578,15,4500,957.57,156.44,0,10.61538462
10000,36 months,14.61,5 years,RENT,35000,Verified,debt_consolidation,10.22,0,1,7,0,10274,0.761,21,10000,1821.41,86.01,0,12.46153846
2700,36 months,11.71,n/a,RENT,40800,Verified,debt_consolidation,22.24,0,3,5,0,2302,0.727,6,1298.19,390.65,89.31,1,8.777472527
3000,36 months,7.51,5 years,MORTGAGE,70000,Not Verified,other,11.49,0,4,11,0,9574,0.36,16,3000,193.77,2172.48,0,8.953296703
11000,36 months,14.61,5 years,RENT,69000,Verified,debt_consolidation,12.7,0,0,15,0,21479,0.823,22,11000,2652.1,397.12,0,29.76923077
20000,36 months,16.77,8 years,MORTGAGE,68000,Verified,debt_consolidation,18.09,0,0,18,0,24605,0.741,30,20000,5587.6,735.4,0,22.99175824
2400,36 months,16.29,6 years,RENT,24000,Not Verified,debt_consolidation,20.75,0,0,5,0,3844,0.894,8,2400,649.86,88.89,0,9.950549451
15000,60 months,17.19,2 years,MORTGAGE,110000,Source Verified,debt_consolidation,20.5,0,0,10,0,40752,0.95,38,14999.99,7459.13,397.95,0,9.450549451
1500,36 months,13.72,n/a,RENT,9600,Not Verified,debt_consolidation,20,0,8,11,0,3895,0.276,26,1500,235.74,919.99,0,10.53571429
10000,60 months,13.98,5 years,MORTGAGE,70000,Not Verified,debt_consolidation,13.87,0,2,7,0,4212,0.248,16,10000,2932.67,2229.22,0,7.521978022
11500,36 months,7.88,7 years,OWN,25000,Source Verified,debt_consolidation,18.96,0,0,10,0,5079,0.158,18,11500,611.61,9238.71,0,6.771978022
19000,36 months,16.82,3 years,RENT,50000,Verified,debt_consolidation,18.41,0,2,17,1,9246,0.856,32,19000,4917.6,6287.31,0,13.46428571
25000,36 months,12.23,3 years,RENT,50004,Verified,other,14.57,0,0,12,0,9339,0.48,27,22050,3327.34,12173.71,0,9.703296703
10000,60 months,16.45,9 years,MORTGAGE,45000,Verified,debt_consolidation,8.45,0,1,14,1,4416,0.496,19,4769.87,3793.06,245.58,1,10.4532967
5000,36 months,17.56,5 years,MORTGAGE,130000,Not Verified,home_improvement,8.62,0,0,4,0,9826,0.983,13,5000,540.42,4284.47,0,25.58516484
6000,36 months,10,10+ years,RENT,36000,Not Verified,wedding,12.93,0,0,13,1,8462,0.688,18,6000,965.21,590.23,0,19.56318681
12000,60 months,13.72,7 years,MORTGAGE,68004,Not Verified,debt_consolidation,19.55,0,1,11,0,7661,0.416,24,12000,3295.44,362.36,0,10.11538462
10000,36 months,7.29,10+ years,MORTGAGE,73000,Source Verified,debt_consolidation,17.41,0,0,9,0,49707,0.815,21,10000,1163.74,323.73,0,15.30494505
15000,36 months,9.63,9 years,MORTGAGE,110000,Verified,small_business,5.65,0,1,15,0,25476,0.165,39,14999.99,2238.15,3776.2,0,14.80769231
7200,36 months,12.53,3 years,RENT,41000,Not Verified,other,13.61,0,2,4,0,8250,0.937,10,7200,1254.49,25.63,0,7.362637363
12800,36 months,8.94,2 years,MORTGAGE,112123,Verified,educational,15.43,0,1,14,0,0,0,38,12800,618.45,10984.91,0,8.195054945
6000,36 months,8,5 years,RENT,25000,Verified,small_business,12.62,0,3,10,0,8440,0.171,24,6000,745.37,119.1,0,14.3021978
20000,36 months,10.25,7 years,MORTGAGE,66000,Not Verified,debt_consolidation,11.76,0,0,11,0,15738,0.39,20,20000,1892.97,14150.71,0,10.95604396
7000,36 months,13.23,10+ years,RENT,71000,Not Verified,credit_card,8.69,0,0,15,0,12318,0.684,26,7000,1461.42,191.49,0,14.96703297
21000,36 months,13.22,3 years,RENT,97000,Not Verified,debt_consolidation,20.1,0,2,9,0,22245,0.725,15,20999.99,4554.51,747.03,0,12.04120879
24000,60 months,13.49,6 years,RENT,75000,Verified,credit_card,15.04,0,0,14,0,22956,0.543,37,24000,8569.55,1755.07,0,14.37637363
6500,36 months,13.04,9 years,MORTGAGE,63000,Verified,car,6.76,1,3,13,0,20227,0.41,47,1724.42,684.91,219.14,1,16.97527473
3500,36 months,10.28,< 1 year,RENT,20000,Not Verified,moving,1.5,0,0,17,0,1882,0.324,18,3500,582.16,6.57,0,3.843406593
15000,60 months,11.49,4 years,MORTGAGE,57500,Verified,credit_card,19.58,0,0,11,0,13405,0.496,30,15000,3291.46,307.71,0,19.06593407
4750,60 months,13.35,3 years,MORTGAGE,36000,Not Verified,debt_consolidation,24.63,0,1,11,0,6304,0.306,23,4750,329.28,1974.73,0,10.37087912
15000,60 months,15.27,8 years,RENT,38000,Not Verified,debt_consolidation,18.98,0,1,9,0,15634,0.683,25,8927.2,5727.17,358.98,1,13.04395604
2500,36 months,13.98,5 years,MORTGAGE,42000,Not Verified,home_improvement,4.86,0,3,3,0,6436,0.364,6,2500,214.21,2117.78,0,8.28021978
4800,36 months,12.41,7 years,RENT,63000,Not Verified,credit_card,13.81,1,3,8,1,5034,0.454,9,4479.65,967.51,160.38,1,8.027472527
4000,36 months,9.99,1 year,RENT,31104,Source Verified,major_purchase,8.95,0,1,2,0,0,0.2172,13,4000,645.8,143.13,0,10.70054945
2000,36 months,7.51,3 years,MORTGAGE,132000,Not Verified,home_improvement,24.33,0,0,11,0,41645,0.809,27,2000,101.31,1606.53,0,30.6043956
9600,36 months,12.87,10+ years,MORTGAGE,54150,Not Verified,home_improvement,15.38,1,1,4,0,168334,0.83,13,9600,2024.26,330.85,0,23.41483516
10000,36 months,7.9,9 years,RENT,66000,Not Verified,credit_card,12.75,0,0,4,0,2525,0.149,8,10000,1264.46,317.49,0,18.14285714
4800,36 months,8.9,6 years,OWN,42000,Not Verified,debt_consolidation,6.74,0,1,5,0,177,0.031,13,4800,686.94,157.49,0,9.950549451
12000,36 months,12.21,8 years,RENT,51996,Not Verified,debt_consolidation,17.12,0,0,18,0,15524,0.29,27,12000,2392.01,405.62,0,11.45054945
6800,36 months,7.74,8 years,MORTGAGE,73000,Not Verified,debt_consolidation,4.9,0,0,9,0,12296,0.196,30,6800,593.98,3999.51,0,11.87362637
1600,60 months,15.2,6 years,RENT,70000,Not Verified,other,1.59,0,3,4,0,815,0.226,6,1600,693.69,37.53,0,8.945054945
14000,60 months,10.37,4 years,MORTGAGE,54000,Not Verified,medical,15.09,0,0,9,0,11111,0.351,15,14000,4000.72,299.54,0,16.72252747
5000,36 months,17.51,1 year,RENT,27911.52,Source Verified,moving,9.59,3,0,2,0,71,0.142,12,5000,1012.66,16.2,0,7.277472527
7800,36 months,14.84,2 years,RENT,60000,Verified,debt_consolidation,5.54,1,0,3,0,2000,0.8,12,7800,283.3,7546.55,0,10.28571429
15000,36 months,10.37,4 years,RENT,50172,Not Verified,debt_consolidation,21.79,0,0,14,0,18921,0.509,30,5285.35,1523.13,486.62,1,16.05494505
20000,36 months,12.53,5 years,RENT,51000,Not Verified,other,13.74,1,1,7,0,7031,0.399,26,20000,3952.97,4573.19,0,10.37362637
18250,60 months,17.49,5 years,MORTGAGE,40800,Not Verified,debt_consolidation,14.26,0,1,5,0,26972,0.731,20,2049.89,2522.21,458.39,1,12.62362637
2400,36 months,11.03,10+ years,MORTGAGE,77712,Not Verified,credit_card,18.24,0,1,15,0,80490,0.552,36,726.75,215.65,58.96,1,28.51373626
10000,36 months,7.9,< 1 year,RENT,40000,Source Verified,other,5.34,0,1,18,0,1581,0.069,32,10000,337.32,122.39,0,10.11813187
4200,36 months,10.99,1 year,RENT,42499,Not Verified,debt_consolidation,11.69,0,1,6,0,9332,0.66,12,1691.48,499.88,137.49,1,15.80494505
5000,36 months,10.36,10+ years,MORTGAGE,54000,Verified,debt_consolidation,1.89,1,0,4,0,672,0.672,21,4517.84,829.48,162.19,1,10.11813187
11000,36 months,5.79,10+ years,RENT,53004,Not Verified,debt_consolidation,7.36,0,1,6,0,11701,0.255,24,11000,662.18,701.08,0,12.28846154
9600,60 months,20.2,< 1 year,OWN,35004,Source Verified,debt_consolidation,5.52,0,2,5,0,5167,0.688,9,4409.62,4530.08,28.8,1,4.343406593
10000,36 months,7.29,5 years,RENT,32000,Source Verified,debt_consolidation,17.59,0,0,5,0,8258,0.454,11,10000,1163.96,347.84,0,5.942307692
15250,60 months,20.25,3 years,OWN,45000,Not Verified,debt_consolidation,24.1,0,2,13,0,149,0.598,20,15250,7842.12,7277.31,0,9.947802198
11600,36 months,13.48,2 years,MORTGAGE,61000,Not Verified,credit_card,10.9,0,1,9,0,3715,0.265,30,11600,2555.13,1209.2,0,12.5467033
10000,36 months,10.37,7 years,RENT,55000,Not Verified,debt_consolidation,17.89,0,1,7,0,5716,0.472,18,10000,632.75,8364.35,0,12.7967033
16750,36 months,14.35,< 1 year,MORTGAGE,84996,Verified,debt_consolidation,23.11,0,1,8,0,34479,0.708,29,16750,3581.65,130.63,0,12.79120879
10800,36 months,8,10+ years,MORTGAGE,104000,Not Verified,car,16.13,0,0,16,0,186072,0.179,32,10799.99,1383.5,356.64,0,23.07967033
20000,36 months,12.73,1 year,MORTGAGE,75000,Not Verified,debt_consolidation,18.74,0,4,8,0,32837,0.648,19,20000,4168.71,713.49,0,6.442307692
15000,36 months,11.11,7 years,MORTGAGE,92000,Verified,debt_consolidation,14.38,0,0,5,0,19768,0.905,21,15000,2211.87,2415.16,0,11.87912088
10000,36 months,13.35,< 1 year,OWN,110000,Source Verified,credit_card,14.76,0,3,5,0,276,0.552,20,10000,2191.15,356.47,0,13.87912088
10000,36 months,8.49,5 years,RENT,55000,Not Verified,credit_card,9.45,0,0,9,0,7932,0.395,24,10000,573.35,8057.55,0,11.70604396
10000,36 months,14.79,10+ years,MORTGAGE,153000,Not Verified,other,20.98,0,1,11,0,32736,0.902,40,10000,2470.75,708.79,0,18.47527473
12000,60 months,18.25,3 years,RENT,43000,Verified,credit_card,15.24,0,1,14,0,7949,0.454,14,12000,5523.12,5204.48,0,5.436813187
7000,36 months,17.04,< 1 year,RENT,72348,Not Verified,debt_consolidation,23.39,2,0,7,0,4908,0.346,34,7000,1378.1,4387.63,0,11.03846154
1800,36 months,13.35,1 year,RENT,48000,Source Verified,other,6.1,0,1,6,0,4244,0.816,20,1800,394.36,64.57,0,8.195054945
12000,60 months,7.66,< 1 year,OWN,50000,Not Verified,small_business,14.16,0,0,16,0,4228,0.157,17,5507.59,1972.88,263.87,1,8.947802198
6750,36 months,10.99,1 year,MORTGAGE,60000,Source Verified,other,18.14,0,0,6,0,7600,0.738,21,6750,1204.32,245.99,0,14.96703297
25000,60 months,13.23,9 years,MORTGAGE,113000,Verified,debt_consolidation,4.93,0,0,6,0,24132,0.776,19,25000,9306.35,604.57,0,19.1510989
14125,36 months,12.68,8 years,RENT,31897,Verified,debt_consolidation,17.38,0,0,4,0,14357,0.785,9,14125,2933.57,524.88,0,9.03021978
16000,36 months,6.54,< 1 year,RENT,130000,Not Verified,debt_consolidation,11.22,0,0,10,0,14443,0.309,40,10825,463.23,8094.2,0,13.87637363
10625,36 months,6.99,10+ years,RENT,30000,Verified,debt_consolidation,29.76,0,0,6,0,13767,0.3,12,10625,1183.7,333.22,0,16.22252747
5000,36 months,9.45,3 years,RENT,40000,Not Verified,credit_card,5.97,1,1,7,0,3212,0.357,18,5000,273.51,1023.69,0,7.774725275
16000,60 months,10.74,3 years,OWN,65000,Source Verified,debt_consolidation,7.77,0,0,15,0,7223,0.404,48,16000,1762.49,5519.3,0,11.11538462
24000,36 months,10.25,2 years,RENT,80000,Verified,debt_consolidation,18.63,0,1,8,0,12960,0.401,14,24000,3981.44,855.72,0,16.14010989
24250,60 months,19.03,10+ years,RENT,54257,Verified,debt_consolidation,24,0,2,8,0,19186,0.81,26,20657.19,13297.51,629.46,0,18.14285714
25000,36 months,15.31,8 years,MORTGAGE,160000,Not Verified,debt_consolidation,16.36,0,1,20,0,31756,0.452,37,25000,6336.37,878.99,0,8.615384615
35000,60 months,16.49,10+ years,MORTGAGE,113328,Verified,debt_consolidation,10.62,0,0,12,0,60874,0.511,30,13867.96,10658.72,683.31,1,11.62087912
2575,36 months,6.76,3 years,RENT,82500,Not Verified,educational,4.8,0,2,6,0,4678,0.217,29,2575,253.3,853.04,0,12.45604396
12000,36 months,15.33,10+ years,MORTGAGE,1.00E+05,Not Verified,debt_consolidation,20.48,1,3,17,0,88599,0.609,36,12000,2653.09,5042.2,0,21.99175824
14550,36 months,7.29,4 years,MORTGAGE,106500,Source Verified,debt_consolidation,22.43,0,2,12,0,50858,0.336,27,14325,1667.06,467.09,0,16.30769231
9500,36 months,8.94,3 years,MORTGAGE,85500,Verified,home_improvement,6.27,0,0,12,0,6382,0.094,27,9500,999.73,5379.36,0,9.53021978
33950,36 months,7.9,7 years,MORTGAGE,91000,Verified,debt_consolidation,24.71,0,0,13,0,93812,0.596,29,33950,4292.92,1073.9,0,24.33516484
5000,60 months,15.27,4 years,MORTGAGE,96000,Verified,car,22.84,0,1,13,0,28325,0.97,49,5000,63.95,5064.7,0,13.38186813
3000,36 months,12.18,2 years,RENT,73000,Not Verified,other,21.11,0,0,8,0,15421,0.676,24,3000,596.53,102.76,0,14.63736264
15000,36 months,12.72,< 1 year,RENT,50000,Verified,debt_consolidation,24.94,0,0,10,0,8214,0.544,20,15000,3121.98,515.08,0,10.2032967
2500,36 months,8.38,< 1 year,OWN,31000,Not Verified,debt_consolidation,10.61,0,1,10,0,2773,0.108,15,2500,336.08,81.37,0,19.48351648
12500,36 months,7.49,5 years,RENT,49000,Not Verified,debt_consolidation,13.4,0,0,7,0,8183,0.251,18,12500,269.16,6498.98,0,22.90934066
25000,60 months,19.74,10+ years,MORTGAGE,130000,Source Verified,home_improvement,4.67,0,0,11,0,13306,0.586,14,16387.74,15172.43,500,1,10.86813187
5000,60 months,16.69,5 years,RENT,42000,Source Verified,major_purchase,15.63,0,0,5,0,10365,0.987,15,5000,490.49,1638.93,0,9.862637363
